,id,case_number,date,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,latitude,longitude,GEOID
230663,12984019,JG154138,2023-02-15T19:56:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1131,11,28.0,26,18,2023,41.876951569,-87.736637301,17031260500
230686,12983907,JG154111,2023-02-15T19:12:00.000,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),STREET,True,False,835,8,18.0,66,18,2023,41.759229614,-87.683407267,17031661000
230702,12983896,JG154048,2023-02-15T18:48:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,False,False,1531,15,37.0,25,18,2023,41.895358177,-87.750717124,17031251100
230719,12983800,JG154038,2023-02-15T18:28:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1132,11,24.0,29,18,2023,41.867764394,-87.725238637,17031843000
230774,12983706,JG153892,2023-02-15T17:00:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,True,False,1832,18,2.0,8,18,2023,41.896607178,-87.633341188,17031081700
230796,12983684,JG153871,2023-02-15T16:16:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.862531598,-87.724297026,17031838700
230801,13040762,JG153956,2023-02-15T16:14:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
230897,12983655,JG153615,2023-02-15T12:30:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1011,10,24.0,29,18,2023,41.86574773,-87.722720897,17031838700
230902,12983677,JG153673,2023-02-15T12:08:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,True,False,1132,11,24.0,26,18,2023,41.870500137,-87.72778279,17031261000
230924,12983670,JG153571,2023-02-15T11:50:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1132,11,24.0,29,18,2023,41.868004983,-87.724032136,17031843000
230926,12983661,JG153588,2023-02-15T11:40:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1533,15,28.0,25,18,2023,41.880732804,-87.752630983,17031251800
230927,12983988,JG153552,2023-02-15T11:30:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1122,11,28.0,26,18,2023,41.88074522,-87.724300365,17031260100
230935,12983679,JG153594,2023-02-15T11:25:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1113,11,28.0,25,18,2023,41.885912122,-87.743656407,17031251800
231136,12981778,JG151319,2023-02-13T15:34:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1112,11,27.0,23,18,2023,41.897723198,-87.72005091,17031231200
231151,12981964,JG151408,2023-02-13T15:10:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,True,False,2533,25,37.0,25,18,2023,41.906778987,-87.7522003,17031250800
231214,12981851,JG151360,2023-02-13T13:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING / RETIREMENT HOME,True,False,1533,15,28.0,25,18,2023,41.876670128,-87.754026367,17031252201
231237,12981780,JG151111,2023-02-13T12:32:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,225,2,3.0,68,18,2023,41.794214176,-87.629879805,17031834600
231286,12981839,JG151168,2023-02-13T11:23:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,False,False,2413,24,50.0,2,18,2023,41.99040429,-87.705945468,17031020702
231436,12981311,JG150643,2023-02-13T02:36:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1132,11,28.0,26,18,2023,41.876196592,-87.724035116,17031260800
231522,12981190,JG150523,2023-02-12T23:20:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,624,6,6.0,44,18,2023,41.750739142,-87.605222136,17031440201
231574,12981157,JG150486,2023-02-12T22:11:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,414,4,8.0,43,18,2023,41.758110623,-87.582246474,17031834200
231588,12981150,JG150465,2023-02-12T21:38:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,True,False,1523,15,37.0,25,18,2023,41.890203035,-87.765215951,17031251400
231601,12981119,JG150435,2023-02-12T21:02:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,2533,25,37.0,25,18,2023,41.909524018,-87.753986578,17031250200
231775,12980898,JG150221,2023-02-12T15:02:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,913,9,11.0,60,18,2023,41.836460984,-87.646444256,17031600900
231835,12980793,JG150004,2023-02-12T12:49:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,1511,15,29.0,25,18,2023,41.896071335,-87.765439421,17031251300
231895,12980716,JG149860,2023-02-12T11:09:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1112,11,37.0,23,18,2023,41.901369392,-87.725041113,17031231200
231897,12980664,JG149893,2023-02-12T11:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1522,15,29.0,25,18,2023,41.87846302,-87.755838832,17031252102
231902,12980649,JG149866,2023-02-12T10:58:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,823,8,16.0,66,18,2023,41.780408338,-87.698302683,17031660301
231931,12980543,JG149800,2023-02-12T09:55:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,True,False,1121,11,27.0,23,18,2023,41.896125943,-87.71389553,17031231100
231943,12980528,JG149741,2023-02-12T09:26:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1115,11,28.0,26,18,2023,41.877962534,-87.726889824,17031260700
231948,13053359,JG149725,2023-02-12T09:11:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARK PROPERTY,True,False,1121,11,27.0,23,18,2023,41.895512795,-87.710632506,17031836700
232001,12979208,JG148199,2023-02-10T20:32:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,True,False,2422,24,49.0,1,18,2023,42.019382941,-87.672690712,17031010202
232002,12979206,JG148190,2023-02-10T20:32:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,True,False,2422,24,49.0,1,18,2023,42.019382941,-87.672690712,17031010202
232029,12979105,JG148112,2023-02-10T19:43:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1021,10,24.0,29,18,2023,41.862897469,-87.711150981,17031291200
232041,12979145,JG148120,2023-02-10T19:16:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1821,18,27.0,8,18,2023,41.911124622,-87.637932903,17031071500
232209,12978917,JG147841,2023-02-10T15:30:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,True,False,1132,11,28.0,26,18,2023,41.877078162,-87.726233567,17031260700
232218,12978834,JG147743,2023-02-10T15:13:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CTA BUS,True,False,1112,11,37.0,23,18,2023,41.896350345,-87.726109845,17031231200
232298,12978711,JG147615,2023-02-10T13:00:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1533,15,28.0,25,18,2023,41.880417645,-87.751631349,17031251800
232309,12978762,JG147626,2023-02-10T12:43:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896051832,-87.713892573,17031231100
232320,13042045,JG150113,2023-02-10T12:25:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
232322,12978685,JG147556,2023-02-10T12:20:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1021,10,24.0,29,18,2023,41.86289206,-87.711672331,17031291200
232323,13067073,JG150110,2023-02-10T12:19:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
232324,12978724,JG147666,2023-02-10T12:17:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1112,11,27.0,23,18,2023,41.902741192,-87.718283745,17031230700
232329,12978647,JG147527,2023-02-10T12:05:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1132,11,24.0,29,18,2023,41.866689176,-87.722752323,17031843000
232363,12978639,JG147489,2023-02-10T11:52:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,True,False,1122,11,28.0,26,18,2023,41.880743391,-87.724472972,17031260100
232376,12978801,JG147605,2023-02-10T11:29:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,False,False,522,5,34.0,53,18,2023,41.679737372,-87.632021158,17031530200
232381,12978745,JG147511,2023-02-10T11:18:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1112,11,27.0,23,18,2023,41.902741192,-87.718283745,17031230700
232400,12978675,JG147502,2023-02-10T10:45:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1131,11,28.0,26,18,2023,41.875166083,-87.733672397,17031260600
232407,12978549,JG147418,2023-02-10T10:37:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1011,10,24.0,29,18,2023,41.866126016,-87.728345393,17031290900
232646,12978212,JG146997,2023-02-09T22:35:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1423,14,26.0,24,18,2023,41.909227793,-87.694518365,17031241000
232656,12978235,JG147017,2023-02-09T22:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,False,False,1211,12,26.0,24,18,2023,41.902935554,-87.695558215,17031242600
232676,12978214,JG147019,2023-02-09T21:37:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,2535,25,26.0,23,18,2023,41.905177072,-87.722723707,17031230700
232698,12978175,JG146961,2023-02-09T20:57:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,True,False,2422,24,49.0,1,18,2023,42.019382941,-87.672690712,17031010202
232734,12978040,JG146894,2023-02-09T19:59:00.000,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,True,False,1533,15,28.0,25,18,2023,41.875798222,-87.751463945,17031252201
232737,12978195,JG146922,2023-02-09T19:50:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,612,6,17.0,71,18,2023,41.756058723,-87.654716572,17031710200
232744,12978012,JG146853,2023-02-09T19:38:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1132,11,24.0,29,18,2023,41.868009263,-87.723804469,17031843000
232822,12977948,JG146730,2023-02-09T17:10:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1533,15,28.0,25,18,2023,41.880454623,-87.748645583,17031251800
232836,13067074,JG146698,2023-02-09T16:58:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
232856,12977837,JG146660,2023-02-09T16:13:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896087525,-87.713895902,17031231100
232859,12978033,JG146671,2023-02-09T16:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,712,7,16.0,68,18,2023,41.779618724,-87.653822953,17031680600
232879,12978097,JG146640,2023-02-09T15:46:00.000,2013,NARCOTICS,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),GAS STATION,True,False,631,6,6.0,44,18,2023,41.744151668,-87.62434741,17031842400
232936,12977782,JG146524,2023-02-09T14:13:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,True,False,2031,20,40.0,4,18,2023,41.975151721,-87.698898226,17031040201
232961,12977695,JG146412,2023-02-09T13:19:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1132,11,24.0,26,18,2023,41.870579717,-87.727782039,17031261000
232968,12977654,JG146393,2023-02-09T13:02:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,True,False,1131,11,24.0,25,18,2023,41.874129785,-87.743408561,17031252202
233023,12977618,JG146279,2023-02-09T11:36:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1021,10,24.0,29,18,2023,41.86289206,-87.711672331,17031291200
233026,12977621,JG146274,2023-02-09T11:32:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,1925,19,46.0,6,18,2023,41.947432705,-87.643732419,17031060900
233045,13053350,JG146628,2023-02-09T10:20:00.000,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,True,False,1651,16,41.0,76,18,2023,41.976290414,-87.905227221,17031980000
233050,13062161,JG146639,2023-02-09T10:00:00.000,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,True,False,1651,16,41.0,76,18,2023,41.976290414,-87.905227221,17031980000
233108,12977473,JG146079,2023-02-09T08:11:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VACANT LOT / LAND,False,False,1112,11,27.0,23,18,2023,41.896383763,-87.720004956,17031231200
233267,12977218,JG145843,2023-02-08T22:20:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,331,3,5.0,43,18,2023,41.766670422,-87.56815869,17031430102
233287,12977199,JG145807,2023-02-08T21:19:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,1634,16,30.0,15,18,2023,41.946111831,-87.747843868,17031151002
233291,12977241,JG145832,2023-02-08T21:08:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1112,11,37.0,23,18,2023,41.901659347,-87.723829835,17031231200
233316,12977173,JG145789,2023-02-08T20:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE - YARD (FRONT / BACK),True,False,1711,17,39.0,12,18,2023,41.988109116,-87.742471419,17031120300
233330,12977164,JG145765,2023-02-08T20:09:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2212,22,19.0,72,18,2023,41.705804244,-87.668703719,17031720700
233340,12977178,JG145766,2023-02-08T20:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,True,False,1533,15,28.0,25,18,2023,41.880487595,-87.745964635,17031252202
233369,12977012,JG145686,2023-02-08T19:10:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,2522,25,36.0,19,18,2023,41.921191983,-87.756063669,17031191200
233426,13067077,JG145646,2023-02-08T17:23:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
233452,12976957,JG145581,2023-02-08T16:48:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1122,11,28.0,26,18,2023,41.87802873,-87.721777807,17031260800
233470,12976992,JG145478,2023-02-08T16:08:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1112,11,27.0,23,18,2023,41.901705423,-87.716526812,17031231200
233484,12976793,JG145428,2023-02-08T15:54:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1021,10,24.0,29,18,2023,41.864098244,-87.713973489,17031291200
233515,12976801,JG145381,2023-02-08T15:01:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,831,8,18.0,66,18,2023,41.762751185,-87.690838136,17031661000
233570,12976725,JG145276,2023-02-08T13:37:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1134,11,24.0,29,18,2023,41.866419273,-87.704769138,17031838600
233598,12976640,JG145174,2023-02-08T12:48:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1115,11,28.0,26,18,2023,41.878860295,-87.726444365,17031260700
233627,12976658,JG145140,2023-02-08T11:55:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.862076364,-87.723838793,17031838700
233644,12976559,JG145087,2023-02-08T11:25:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,False,612,6,17.0,71,18,2023,41.753418465,-87.660274657,17031710300
233649,12976615,JG145092,2023-02-08T11:11:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1134,11,24.0,29,18,2023,41.866423786,-87.704089902,17031838600
233676,12976575,JG145025,2023-02-08T10:17:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,True,False,1112,11,27.0,23,18,2023,41.901879396,-87.717752034,17031231200
233743,13074496,JG144834,2023-02-08T07:46:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,1834,18,42.0,8,18,2023,41.89193719,-87.628074015,17031081500
233863,12977137,JG145786,2023-02-08T00:00:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),True,False,1112,11,27.0,23,18,2023,41.896364554,-87.72000514,17031231200
233897,12976199,JG144630,2023-02-07T22:51:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1722,17,39.0,16,18,2023,41.960902243,-87.731744116,17031160300
233899,12976223,JG144640,2023-02-07T22:45:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1632,16,38.0,17,18,2023,41.944609985,-87.795951752,17031171000
233906,12976204,JG144622,2023-02-07T22:20:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,False,False,1011,10,24.0,29,18,2023,41.865247397,-87.725141337,17031838700
233919,12976197,JG144606,2023-02-07T21:53:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,2514,25,31.0,19,18,2023,41.934399427,-87.7614427,17031190300
233944,12976183,JG144573,2023-02-07T20:53:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,613,6,21.0,71,18,2023,41.735931109,-87.653642482,17031711100
233948,12976105,JG144547,2023-02-07T20:40:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,2514,25,31.0,19,18,2023,41.938165355,-87.756675103,17031190300
234079,12978488,JG145165,2023-02-07T17:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),True,False,1733,17,35.0,21,18,2023,41.943477174,-87.707740029,17031831100
234119,12975930,JG144307,2023-02-07T16:26:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,733,7,6.0,68,18,2023,41.764599135,-87.652885474,17031681400
234144,13068202,JG144261,2023-02-07T16:00:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,1114,11,28.0,26,18,2023,41.885487535,-87.726422045,17031260200
234175,12975718,JG144126,2023-02-07T15:02:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1021,10,24.0,29,18,2023,41.862895799,-87.711349237,17031291200
234205,12975736,JG144090,2023-02-07T14:40:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2234,22,34.0,75,18,2023,41.692171734,-87.657636587,17031750600
234252,12975703,JG144049,2023-02-07T13:20:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,832,8,18.0,66,18,2023,41.76472405,-87.681530063,17031661000
234279,13061103,JG143922,2023-02-07T12:25:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24.0,29,18,2023,41.868180939,-87.709271389,17031843000
234285,12975550,JG143878,2023-02-07T12:09:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896051832,-87.713892573,17031231100
234322,13100104,JG143995,2023-02-07T11:35:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,524,5,21.0,53,18,2023,41.681702629,-87.642037691,17031530300
234330,12975655,JG143960,2023-02-07T11:27:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,WAREHOUSE,True,False,1823,18,27.0,8,18,2023,41.896541195,-87.637837697,17031081800
234352,13062157,JG143985,2023-02-07T10:35:00.000,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,True,False,1651,16,41.0,76,18,2023,41.976290414,-87.905227221,17031980000
234404,12975482,JG143801,2023-02-07T08:45:00.000,2029,NARCOTICS,POSSESS - HEROIN (BLACK TAR),POLICE FACILITY / VEHICLE PARKING LOT,True,False,713,7,16.0,67,18,2023,41.779520772,-87.660962362,17031670800
234408,12975387,JG143673,2023-02-07T08:30:00.000,2029,NARCOTICS,POSSESS - HEROIN (BLACK TAR),CTA PLATFORM,True,False,1834,18,42.0,8,18,2023,41.891404732,-87.628061509,17031081500
234415,12975541,JG143707,2023-02-07T08:10:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SCHOOL - PUBLIC BUILDING,True,False,1731,17,45.0,16,18,2023,41.946542477,-87.736084376,17031161100
234625,12975113,JG143377,2023-02-06T21:35:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,213,2,3.0,38,18,2023,41.817654974,-87.623056687,17031380600
234638,12975083,JG143363,2023-02-06T21:05:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,114,1,4.0,32,18,2023,41.867486124,-87.622310774,17031330101
234639,12975096,JG143393,2023-02-06T21:03:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,True,False,2422,24,49.0,1,18,2023,42.019382771,-87.672661273,17031010202
234675,12975110,JG143343,2023-02-06T20:14:00.000,2091,NARCOTICS,FORFEIT PROPERTY,STREET,True,False,734,7,6.0,67,18,2023,41.761361892,-87.657710237,17031671800
234824,13062173,JG143186,2023-02-06T16:03:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
234840,13062116,JG143182,2023-02-06T15:52:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
234944,12974510,JG142718,2023-02-06T13:06:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1522,15,29.0,25,18,2023,41.87845862,-87.75605552,17031252102
234947,12974671,JG142670,2023-02-06T13:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,633,6,8.0,44,18,2023,41.727096769,-87.603034703,17031470100
234960,12974552,JG142702,2023-02-06T12:46:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1112,11,27.0,23,18,2023,41.902740661,-87.718184568,17031230700
234968,12974460,JG142642,2023-02-06T12:11:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,321,3,20.0,42,18,2023,41.772459987,-87.613015941,17031421200
234971,12974509,JG142628,2023-02-06T12:04:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1131,11,24.0,25,18,2023,41.870932257,-87.744921277,17031831400
235049,12983621,JG153372,2023-02-15T07:30:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.895974978,-87.713889643,17031836600
235117,12983389,JG153200,2023-02-15T00:37:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,CTA PLATFORM,True,False,1834,18,42.0,8,18,2023,41.891404732,-87.628061509,17031081500
235196,12983349,JG153112,2023-02-14T22:28:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1623,16,45.0,11,18,2023,41.971315256,-87.767106652,17031110400
235227,12983302,JG153067,2023-02-14T21:20:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1712,17,39.0,13,18,2023,41.977649458,-87.748069951,17031130200
235252,12983332,JG153019,2023-02-14T20:30:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1632,16,38.0,17,18,2023,41.952742226,-87.797953186,17031170300
235275,12983250,JG153001,2023-02-14T19:51:00.000,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,False,False,1011,10,24.0,29,18,2023,41.866229446,-87.720935733,17031838700
235278,12983206,JG152980,2023-02-14T19:44:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1523,15,37.0,25,18,2023,41.890203035,-87.765215951,17031251400
235388,13053327,JG152766,2023-02-14T16:37:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,VACANT LOT / LAND,True,False,1114,11,28.0,26,18,2023,41.885499424,-87.726594536,17031260200
235398,12983038,JG152746,2023-02-14T16:13:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,633,6,9.0,49,18,2023,41.726601614,-87.615477317,17031490200
235401,12982949,JG152692,2023-02-14T16:09:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1132,11,24.0,26,18,2023,41.868884266,-87.725279424,17031260900
235462,12982890,JG152571,2023-02-14T14:15:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,1532,15,37.0,25,18,2023,41.888657588,-87.749264906,17031251600
235484,12982821,JG152518,2023-02-14T13:40:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA TRAIN,True,False,1132,11,24.0,26,18,2023,41.873907046,-87.725430093,17031260700
